CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:06:38.525   728  1100 I C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [app_exit_reason_data_manager.cpp640]tokenId <private> module entry abillity EntryAbility
CST 2026-07-17 20:06:38.525   728  1100 W C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [app_exit_reason_data_manager.cpp659]KEY_NOT_FOUND
CST 2026-07-17 20:06:38.525   728  1100 I C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [app_exit_reason_data_manager.cpp590]tokenId <private> module entry ability EntryAbility 
CST 2026-07-17 20:06:38.525   728  1100 W C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [app_exit_reason_data_manager.cpp607]DBStatus:27459591
CST 2026-07-17 20:06:38.525   309   386 I C01705/EXACT_PREREAD: [a92ab11ace7b9b5, 2590b02, e1530a] [(StartAppStartupPrereadWork):630] uid: 20020063 pid: 0 appStartupScene: cn.alfadb.netbird.e3vpnb/cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.525   309   386 E C01700/RSS: [a92ab11ace7b9b5, 2590b02, e1530a] GetRealPath: get real path failed.
CST 2026-07-17 20:06:38.525   309   386 E C01705/EXACT_PREREAD: [a92ab11ace7b9b5, 2590b02, e1530a] [(GetMonitorState):1128] failed to get real path, errno: 2
CST 2026-07-17 20:06:38.525   309   386 E C01705/EXACT_PREREAD: [a92ab11ace7b9b5, 2590b02, e1530a] [(GetAvailableMonitor):1093] failed to get monitor: 0 state.
CST 2026-07-17 20:06:38.525   309   386 E C01700/RSS: [a92ab11ace7b9b5, 2590b02, e1530a] GetRealPath: get real path failed.
CST 2026-07-17 20:06:38.525   309   386 E C01705/EXACT_PREREAD: [a92ab11ace7b9b5, 2590b02, e1530a] [(GetMonitorState):1128] failed to get real path, errno: 2
CST 2026-07-17 20:06:38.525   309   386 E C01705/EXACT_PREREAD: [a92ab11ace7b9b5, 2590b02, e1530a] [(GetAvailableMonitor):1093] failed to get monitor: 1 state.
CST 2026-07-17 20:06:38.525   309   386 E C01705/EXACT_PREREAD: [a92ab11ace7b9b5, 2590b02, e1530a] [(CheckAndBindMonitorBeforeWorkStart):1006] get invalid monitorIdx: -1
CST 2026-07-17 20:06:38.525   728  1100 W C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [ability_start_with_wait_observer_manager.cpp193]invaid observerId
CST 2026-07-17 20:06:38.525   309   386 E C01705/EXACT_PREREAD: [a92ab11ace7b9b5, 2590b02, e1530a] [(StartAppStartupPrereadWork):181] check workstate or bind monitor failed.
CST 2026-07-17 20:06:38.525   309   386 E C01705/EXACT_PREREAD: [a92ab11ace7b9b5, 2590b02, e1530a] [(ExecuteCommand):126] execute cmd:1 failed.
CST 2026-07-17 20:06:38.526   728  1100 W C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [ABR1600]nullptr
CST 2026-07-17 20:06:38.526   728  1100 I C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [ABR287]LoadLifecycle: abilityName:EntryAbility
CST 2026-07-17 20:06:38.526   728  1068 W C01123/BMSCommon: [a92ab11ace7b9b5, 34b08b9, 22d0926] uid(5523) invalid
CST 2026-07-17 20:06:38.526   728  1100 I C0135b/KeepAlive: [a92ab11ace7b9b5, 22d0926, 3778aca] [keep_alive_process_manager.cpp336]not supported
CST 2026-07-17 20:06:38.526   728  1100 I C01357/ProcessMgr: [a92ab11ace7b9b5, 22d0926, 3778aca] [ams_mgr_scheduler.cpp90]SubmitLoadTask: cn.alfadb.netbird.e3vpnb-EntryAbility
CST 2026-07-17 20:06:38.526   728  1100 W C01311/AppMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [AMSI9922]caller token not SA
CST 2026-07-17 20:06:38.526   728  1100 W C01364/UN: [a92ab11ace7b9b5, 22d0926, 3778aca] [user_controller.cpp257]invalid user lock status: 1
CST 2026-07-17 20:06:38.526   728  4790 W C011fc/BMSExt: [a92ab11ace7b9b5, 3b00a2a, 22d0926] [IsTargetApp:729]bundleName or appIdentifier is empty
CST 2026-07-17 20:06:38.527  2205  2205 W A0421f/WMSMultiSplit: [a92ab11ace7b9b5, 27512b0, 493724] current is not split or primarySession is null or secondarySession is null
CST 2026-07-17 20:06:38.527  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] requestSceneSessionBackground: name: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)
CST 2026-07-17 20:06:38.527   728  4790 I C01357/ProcessMgr: [a92ab11ace7b9b5, 3b00a2a, 22d0926] [AMSI1969]name:EntryAbility startProcessName = cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.527  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBScene: [UseControl]Use control isActive:false persistentId:30
CST 2026-07-17 20:06:38.527  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] [id:30]requestSceneSessionBackground, isDelegator:undefined isToDeskTop:undefined isSaveSnapshot:undefinedlockReason:0
CST 2026-07-17 20:06:38.527  2205  2205 I A0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] setIsPendingToBackgroundState, state:true
CST 2026-07-17 20:06:38.527   728  4790 I C01311/AppMS: [a92ab11ace7b9b5, 3b00a2a, 22d0926] [AMSI2015]appRecord null, appInfo->bundleName:cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.527  2205  2205 I C0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] SetIsPendingToBackgroundState: id:30 State:1
CST 2026-07-17 20:06:38.527  2205  2205 I C0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] OnRequestSceneSessionBackground: in
CST 2026-07-17 20:06:38.527  2205  2205 I C0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] OnRequestSceneSessionBackground: backgroundReason: 0
CST 2026-07-17 20:06:38.527  2205  2205 I C0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] OnRequestSceneSessionBackground: isDelegator: 0, isToDesktop: 0, isSaveSnapshot: 1
CST 2026-07-17 20:06:38.527  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: enter FULLSCENE
CST 2026-07-17 20:06:38.527   728  4790 I C01357/ProcessMgr: [a92ab11ace7b9b5, 3b00a2a, 22d0926] [AMSI2380]processName:cn.alfadb.netbird.e3vpnb, isPreload:0
CST 2026-07-17 20:06:38.527  2205  2205 I A01b09/RECENT: [a92ab11ace7b9b5, 27512b0, 493724] RecentPanel: RecentViewParam init
CST 2026-07-17 20:06:38.528  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: [SCBSCS] border radius from topLeft: 0, topRight: 0, bottomLeft: 0, bottomRight: 0 to 36. reason: init, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:38.528  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: initSmallFolderBg isExitToSmallFolder: false
CST 2026-07-17 20:06:38.528  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: initSmallFolderBg isExitToSmallFolder: false
CST 2026-07-17 20:06:38.528  2205  4282 I C0420a/WMSLife: [a92ab11ace7b9b5, 3778aca, 4350c0] start ui ability sceneFlag:4 isRestart:0 pageConfig:0 retCode: 0
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] ResetSessionInfoAfterStartUIAbility: in
CST 2026-07-17 20:06:38.528  2205  2275 I C04202/WMSMain: [a92ab11ace7b9b5, 4350c0, 27512b0] Cold start, identityToken:1784289998523, bundleName:cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] ResetSessionConnectState: [id: 31] state: 0
CST 2026-07-17 20:06:38.528  2205  2275 I C0420c/WMSEvent: [a92ab11ace7b9b5, 4350c0, 27512b0] SetCallingPid: id:31, -1
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] ResetIsActive: [id: 31] isActive: 0
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] UpdatePrivacyModeControlInfo: no need to update privacy mode control info
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] RemoveRequestTaskInfo: persistentId:31, requestId:7, infoMap size:2, wantMap size:0
CST 2026-07-17 20:06:38.528  2205  2275 I C04202/WMSMain: [a92ab11ace7b9b5, c0e9af, 27512b0] [id: 30] Request background, isDelegator:0 isToDesktop:0 isSaveSnapshot:1
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] Notify scene session id: 30 paused
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] UpdateLifecyclePausedInner: state: 3
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] SetActive: new active:0, id:30, state:3
CST 2026-07-17 20:06:38.528  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] OnSessionStateChange: id: 30, state: 4
CST 2026-07-17 20:06:38.528  4826  5218 I C0420a/WMSLife: [a92ab11ace7b9b5, 1aef720, c0e9af] NotifyLifecyclePausedStatus: in
CST 2026-07-17 20:06:38.528  4826  5218 I C0420a/WMSLife: [a92ab11ace7b9b5, 1aef720, c0e9af] NotifyAfterLifecyclePaused: in
CST 2026-07-17 20:06:38.528  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: close formservice and managerview when fullscene
CST 2026-07-17 20:06:38.529  2205  2205 I A01b0a/GESTURE: [a92ab11ace7b9b5, 27512b0, 493724] FlowLightManager --> SCBSPVM updateFlowLightOpacity 1
CST 2026-07-17 20:06:38.529  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] UpdatePrivacyModeControlInfo: no need to update privacy mode control info
CST 2026-07-17 20:06:38.529  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] Background: [id: 30] Background session, state: 4
CST 2026-07-17 20:06:38.529  2205  2205 I A01a00/SYS_UI: [a92ab11ace7b9b5, 27512b0, 493724] OverlayStartAnimHelper: checkStartOverlayTransitionIn
CST 2026-07-17 20:06:38.529  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] OnSessionStateChange: id: 30, state: 5
CST 2026-07-17 20:06:38.529  2205  2205 E A01a00/SYS_UI: [a92ab11ace7b9b5, 27512b0, 493724] OverlayStartAnimHelper: overlayCardInfo is invalid
CST 2026-07-17 20:06:38.529  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: resetStartingSceneFromPiP
CST 2026-07-17 20:06:38.529  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: Not SmartKey quickAccessMenu
CST 2026-07-17 20:06:38.529  2205  2275 I C04201/DMS: [a92ab11ace7b9b5, c0e9af, 27512b0] Notify ability EntryAbility bundle cn.alfadb.netbird.e3vpna update toScreen id: 0
CST 2026-07-17 20:06:38.529  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: [SCBMain]onStartSceneFromOther !isActive call sceneContainerZoomIn
CST 2026-07-17 20:06:38.529  2205  2275 I C04207/WMSFocus: [a92ab11ace7b9b5, c0e9af, 27512b0] CheckLastFocusedAppSessionFocus: last=30, next=10
CST 2026-07-17 20:06:38.529   202  2333 I C01d00/accessibility: [a92ab11ace7b9b5, 14f4066, 2387095] [(WindowUpdateAll:1027)]WindowUpdateAll start activeWindowId_: 30
CST 2026-07-17 20:06:38.529  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBFloatManager: minimizeAllFloatContainer reason:minimizeAllFloatWindowFromFullScreen
CST 2026-07-17 20:06:38.529  2205  2275 I C04207/WMSFocus: [a92ab11ace7b9b5, c0e9af, 27512b0] NotifyFocusStatus: name: cn.alfadb.netbird.e3vpna/EntryAbility/e3vpna0, id: 30, isFocused: 0
CST 2026-07-17 20:06:38.529  2205  2275 I C04207/WMSFocus: [a92ab11ace7b9b5, c0e9af, 27512b0] NotifySessionUnfocused: Id:30
CST 2026-07-17 20:06:38.529  2205  2275 I C04207/WMSFocus: [a92ab11ace7b9b5, c0e9af, 27512b0] NotifyFocusStatus: name: SCBDesktop7/SCBDesktop7/SCBDesktop7, id: 10, isFocused: 1
CST 2026-07-17 20:06:38.529  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: initSmallFolderBg isExitToSmallFolder: false
CST 2026-07-17 20:06:38.529  2205  2275 I C04207/WMSFocus: [a92ab11ace7b9b5, c0e9af, 27512b0] RemoveHighlightSessionIds: 
CST 2026-07-17 20:06:38.529  2205  2275 W C04207/WMSFocus: [a92ab11ace7b9b5, c0e9af, 27512b0] NotifyHighlightChange: Invalid [10, 0]
CST 2026-07-17 20:06:38.529  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: [SCBScenePanelViewModel] sceneAlpha from 1 to 0. reason: sceneContainerZoomIn, extra: EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2)
CST 2026-07-17 20:06:38.529  2205  2275 I C04207/WMSFocus: [a92ab11ace7b9b5, c0e9af, 27512b0] SetHighlightSessionIds: 10
CST 2026-07-17 20:06:38.530  2205  2275 I C03900/Ace: [a92ab11ace7b9b5, c0e9af, 27512b0] [(-1:100000:singleton)] [com.ohos.sceneboard][phone_sceneboard][100000]: window focus
CST 2026-07-17 20:06:38.530  2205  2205 W A04202/WMSMain: [a92ab11ace7b9b5, 27512b0, 493724] add failed. EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2) already existed in array
CST 2026-07-17 20:06:38.530  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSceneRecentMissionManager: add id 31 to recentMissionIdSet
CST 2026-07-17 20:06:38.530  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPM: Remove container id: 2, 31
CST 2026-07-17 20:06:38.530  2205  2205 I A01b09/RECENT: [a92ab11ace7b9b5, 27512b0, 493724] RecentDockRefreshAlarm: refresh recent dock: EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2)
CST 2026-07-17 20:06:38.530  2205  2205 I A01b09/RECENT: [a92ab11ace7b9b5, 27512b0, 493724] RecentDockRefreshAlarm: start alarm recent dock: EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2)
CST 2026-07-17 20:06:38.530  2205  2275 I C04207/WMSFocus: [a92ab11ace7b9b5, c0e9af, 27512b0] ShiftFocus: displayId: 0, focusedId: 30, nextId: 10, reason: 13
CST 2026-07-17 20:06:38.530  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: Add count 2, 0
CST 2026-07-17 20:06:38.530  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: Add count 2, 0
CST 2026-07-17 20:06:38.530  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] SetIsPendingToBackgroundState: id:30 State:0
CST 2026-07-17 20:06:38.530  2205  2275 I C04200/WMS: [a92ab11ace7b9b5, c0e9af, 27512b0] RemoveTask: Task is not existed, name=Session::SaveSnapshot30
CST 2026-07-17 20:06:38.530  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: getTransitionCount from session 2, 1
CST 2026-07-17 20:06:38.530  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] NotifySessionBackground: Id:30
CST 2026-07-17 20:06:38.530  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: getTransitionCount from animationMap 2, 1
CST 2026-07-17 20:06:38.530  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] operator(): start notify listeners, bundleName:cn.alfadb.netbird.e3vpna, Id:30, event:3, reason: 0
CST 2026-07-17 20:06:38.530  2205  2275 I C04202/WMSMain: [a92ab11ace7b9b5, c0e9af, 27512b0] [id: 30] begin MinimizeUIAbility, system: 0
CST 2026-07-17 20:06:38.530  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, c0e9af, 27512b0] SetAbilitySessionInfo: Is SCB Call, set flag:1, persistentId:30, requestId:-1
CST 2026-07-17 20:06:38.530  2205  2275 I C01336/AMS: [a92ab11ace7b9b5, c0e9af, 27512b0] [AMC583]scb call, MinimizeUIAbilityBySCB target: cn.alfadb.netbird.e3vpna/EntryAbility, persistentId: 30
CST 2026-07-17 20:06:38.530  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 30
CST 2026-07-17 20:06:38.531  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBScenePanelAnimator: persistentId: 31 callerPersistentId: 30 activePersistentId: 30
CST 2026-07-17 20:06:38.531  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] LuoShuStateManager --> getLuoShuStateInfo: SCBScenePanelAnimator {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:38.531  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBScenePanelAnimator: sceneContainerZoomIn
CST 2026-07-17 20:06:38.531  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: notifySceneTransitionIn isTransitionInFromOther: true
CST 2026-07-17 20:06:38.531  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: isNotSameBundleName
CST 2026-07-17 20:06:38.531  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: cancelAndResetCloseAppAnimate use cancelCloseAppAnimate
CST 2026-07-17 20:06:38.531  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: cancelCloseAppAnimate, cancelCloseAppAnimateFun is empty: false
CST 2026-07-17 20:06:38.531   728  1043 I C01336/AMS: [a92ab11ace7b9b5, 11f473c, c0e9af] [ABMS5484]called, sceneFlag:4
CST 2026-07-17 20:06:38.531  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: sceneContainerTransitionReset
CST 2026-07-17 20:06:38.531   728  1043 I C01336/AMS: [a92ab11ace7b9b5, 11f473c, c0e9af] [UALM1350]infoName:EntryAbility
CST 2026-07-17 20:06:38.531   728  1043 I C01336/AMS: [a92ab11ace7b9b5, 11f473c, c0e9af] [ABR746]BackgroundLifecycle cn.alfadb.netbird.e3vpna/EntryAbility
CST 2026-07-17 20:06:38.531  2205  2205 W A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [setRotatoinExclusive] set sensor rotate exclusive:true, Description:sceneContainerTransitionReset
CST 2026-07-17 20:06:38.531  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: sceneContainerTransitionReset smallFolderId:undefined,curOpenFolderId: -1
CST 2026-07-17 20:06:38.531  2205  2205 W A01c06/ICON: [a92ab11ace7b9b5, 27512b0, 493724] AppIconCommonEvent --> onInactive bundleName:cn.alfadb.netbird.e3vpna, [SCBSPVM] set icon from hidden to [show], caller: sceneContainerTransitionReset, extra info: undefined.
CST 2026-07-17 20:06:38.531  2205  2205 W A01c06/ICON: [a92ab11ace7b9b5, 27512b0, 493724] AppIconData --> [SCBSPVM] set icon opacity from [0] to [1], caller: sceneContainerTransitionReset, extra: undefined, iconId: AppIcon_Image_cn.alfadb.netbird.e3vpnaEntryAbilityentry0_undefined_0
CST 2026-07-17 20:06:38.531   916   916 I C04621/CFWKService: [a92ab11ace7b9b5, 333032f, c0e9af] [window_state_manager_lite.cpp:192]NotifyFocusChanged# focus off 4826 20020062, 30
CST 2026-07-17 20:06:38.531  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: [SCBSPVM] sceneAlpha from 1 to 0. reason: sceneContainerTransitionReset, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:38.531   916   916 I C04621/CFWKService: [a92ab11ace7b9b5, 1099767, c0e9af] [window_state_manager_lite.cpp:197]NotifyFocusChanged# focus on 2205, 20020011, 10
CST 2026-07-17 20:06:38.531  2205  2205 W A0421e/WMSAnimation: [a92ab11ace7b9b5, 27512b0, 493724] transitionOutFinish, id: 1
CST 2026-07-17 20:06:38.531  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: clearTransitionCount 1, 0
CST 2026-07-17 20:06:38.531  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: clearTransitionCount 1, undefined
CST 2026-07-17 20:06:38.531  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: cleanTransition isCurrentController:true, updateAnimSwipe: true, appIconId:AppIcon_Image_cn.alfadb.netbird.e3vpnaEntryAbilityentry0_undefined_0
CST 2026-07-17 20:06:38.532  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: [SCBSCS] sceneAlpha from 0 to 1. reason: init, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:38.532  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSCS: initSmallFolderBg isExitToSmallFolder: false
CST 2026-07-17 20:06:38.532  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: cancelAndResetCloseAppAnimate change currentTransitionController
CST 2026-07-17 20:06:38.532  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: cleanTransition ignore
CST 2026-07-17 20:06:38.532  2205  2205 I A0001b/AA: [a92ab11ace7b9b5, 27512b0, 493724] OutSideWindowManager: globalSearchStatus: 0
CST 2026-07-17 20:06:38.532  2205  2205 I C03930/AceAnimation: [a92ab11ace7b9b5, 27512b0, 493724] [(100000:100000:scope)] animateTo starts, dur:1000, curve:responsiveSpring(0.260,1.157,0.000), delay:50, cnt:59
CST 2026-07-17 20:06:38.533  2205  2205 W A01a01/NC: [a92ab11ace7b9b5, 207107b, 27512b0] DropdownPanelView: onStartSceneFromOtherEvent return. event: cn.alfadb.netbird.e3vpnb isViewShowing:false
CST 2026-07-17 20:06:38.533  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSceneContainer: [SCBMain] EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2) enableShow change from false to true. Detail:isPrebuildStageEnableShow:false, showInRecent:false, sceneContainerSession.enableShow:true, showInScrolling:false
